PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
2AAA_MOUSE	Q76MZ3	Ppp2r1a	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	100	245.60244750976562	262.83367919921875	418.1280517578125	232.41380310058594	215.21693420410156	342.9814453125	204.4043731689453	314.5951843261719	320.0071716308594	223.3139190673828	221.2142791748047	269.3681945800781	356.3393859863281	232.73617553710938	335.8543395996094
ATPMK_MOUSE	Q78IK2	Atp5mk	ATP synthase membrane subunit K, mitochondrial	100	481.84222412109375	465.549072265625	416.0129089355469	408.1214904785156	280.464111328125	493.4252624511719	449.172607421875	583.3588256835938	682.8817749023438	477.2880859375	585.310302734375	377.80615234375	358.3345642089844	855.8095703125	426.93255615234375
MIC27_MOUSE	Q78IK4	Apool	MICOS complex subunit Mic27	100	67.03948974609375	68.69175720214844	46.89582061767578	75.68070220947266	35.979183197021484	19.283405303955078	75.96724700927734	53.692359924316406	42.4118766784668	48.93547439575195	69.11204528808594	34.41124725341797	57.69720458984375	66.57011413574219	97.47159576416016
TMED3_MOUSE	Q78IS1	Tmed3	Transmembrane emp24 domain-containing protein 3	100	15.519795417785645	28.591737747192383	14.717036247253418	21.489879608154297	47.03109359741211	22.293018341064453	27.720134735107422	12.799456596374512	34.98884582519531	16.975059509277344	27.533241271972656	21.398263931274414	51.810150146484375	19.41782569885254	54.451988220214844
FBX22_MOUSE	Q78JE5	Fbxo22	F-box only protein 22	100	64.56182861328125	72.35533905029297	58.32845687866211	68.6515884399414	80.4921646118164	52.02192687988281	74.0205078125	72.88105773925781	55.942955017089844	67.21356964111328	56.38141632080078	89.20771026611328	86.36732482910156	111.97333526611328	61.703834533691406
SND1_MOUSE	Q78PY7	Snd1	Staphylococcal nuclease domain-containing protein 1	100	758.958251953125	689.49169921875	594.553466796875	682.4558715820312	980.5565185546875	709.9180297851562	741.0546875	693.4320678710938	614.9115600585938	656.7146606445312	659.4134521484375	708.0573120117188	821.5452270507812	805.6340942382812	638.3291015625
VMA21_MOUSE	Q78T54	Vma21	Vacuolar ATPase assembly integral membrane protein Vma21	100	133.6923065185547	332.3513488769531	288.72027587890625	249.67306518554688	255.55198669433594	193.85073852539062	530.1204833984375	253.27252197265625	344.6142883300781	373.8936767578125	345.879150390625	392.1509094238281	342.14007568359375	548.5193481445312	411.7942199707031
OSTC_MOUSE	Q78XF5	Ostc	Oligosaccharyltransferase complex subunit OSTC	100	154.12240600585938	212.7485809326172	143.45672607421875	132.07632446289062	232.9625244140625	146.96705627441406	190.46316528320312	227.20286560058594	122.549072265625	192.83981323242188	217.70957946777344	185.72100830078125	129.2876434326172	218.16319274902344	89.28317260742188
SCOC_MOUSE	Q78YZ6	Scoc	Short coiled-coil protein	100	34.743431091308594	26.99809455871582	24.19551658630371	24.811845779418945	68.52057647705078	64.36360168457031	34.75141143798828	54.60083770751953	51.003807067871094	50.164302825927734	65.48685455322266	65.11785888671875	38.74168395996094	31.62201690673828	21.779743194580078
NP1L4_MOUSE	Q78ZA7	Nap1l4	Nucleosome assembly protein 1-like 4	100	120.87954711914062	123.27281951904297	120.98457336425781	112.74034881591797	104.4911880493164	122.16483306884766	125.34455871582031	148.60877990722656	169.5562286376953	119.29960632324219	123.2169189453125	189.99095153808594	138.5414581298828	125.88772583007812	153.05877685546875
MTCH1_MOUSE	Q791T5	Mtch1	Mitochondrial carrier homolog 1	100	127.15255737304688	126.1977310180664	86.60377502441406	160.55880737304688	128.42608642578125	96.84123229980469	122.29659271240234	129.77540588378906	121.42485809326172	100.48844909667969	126.18363952636719	126.93504333496094	121.0272445678711	105.59561157226562	67.27850341796875
MTCH2_MOUSE	Q791V5	Mtch2	Mitochondrial carrier homolog 2	100	294.7593994140625	268.5663146972656	208.8758087158203	330.4914245605469	259.7597961425781	287.63214111328125	246.5914764404297	373.13153076171875	307.3951110839844	243.67303466796875	366.1700134277344	229.0681610107422	291.32598876953125	237.41163635253906	292.2879333496094
BRD2_MOUSE	Q7JJ13	Brd2	Bromodomain-containing protein 2	100	17.319028854370117	17.470340728759766	13.273571014404297	20.982501983642578	30.426847457885742	14.746809005737305	21.992115020751953	19.106210708618164	32.88801193237305	15.622356414794922	17.077682495117188	22.679000854492188	20.54148292541504	18.670948028564453	25.213438034057617
PICAL_MOUSE	Q7M6Y3	Picalm	Phosphatidylinositol-binding clathrin assembly protein	93.3	15.681950569152832	17.749174118041992	14.274519920349121	15.821873664855957	NaN	10.876947402954102	15.972283363342285	15.470850944519043	13.832954406738281	22.402385711669922	15.8834810256958	13.933382987976074	72.679443359375	19.017242431640625	9.4961576461792
R4RL2_MOUSE	Q7M6Z0	Rtn4rl2	Reticulon-4 receptor-like 2	86.7	69.06637573242188	46.27875900268555	38.2686882019043	32.936344146728516	NaN	13.18631649017334	32.03221130371094	24.744359970092773	26.483352661132812	23.860963821411133	18.03028678894043	40.821189880371094	33.813232421875	22.71240234375	NaN
SCN4B_MOUSE	Q7M729	Scn4b	Sodium channel subunit beta-4	60	13.77173137664795	17.944517135620117	22.84368324279785	32.15582275390625	NaN	NaN	14.413337707519531	10.492164611816406	NaN	NaN	NaN	37.13136291503906	11.281702995300293	15.953873634338379	NaN
OPALI_MOUSE	Q7M750	Opalin	Opalin	93.3	19.427261352539062	10.872132301330566	12.025186538696289	12.132780075073242	24.18547248840332	9.939414024353027	14.016160011291504	19.242509841918945	18.247974395751953	13.534673690795898	17.08570671081543	33.39522171020508	6.182679176330566	8.208206176757812	NaN
AB17B_MOUSE	Q7M759	Abhd17b	Alpha/beta hydrolase domain-containing protein 17B	93.3	22.51274871826172	15.217486381530762	9.66062068939209	17.179197311401367	17.70981216430664	13.904439926147461	13.256933212280273	15.800537109375	21.007415771484375	15.470849990844727	31.378389358520508	11.538152694702148	55.27815246582031	9.461212158203125	NaN
ASAP2_MOUSE	Q7SIG6	Asap2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	100	22107.626953125	24797.66796875	25862.615234375	17768.392578125	96671.421875	17261.06640625	20821.05859375	12127.6943359375	23809.490234375	13445.9541015625	23720.337890625	19691.27734375	24952.140625	15246.560546875	54252.5
CYFP1_MOUSE	Q7TMB8	Cyfip1	Cytoplasmic FMR1-interacting protein 1	100	378.9593811035156	352.0867004394531	283.57958984375	534.0089721679688	393.63848876953125	302.58270263671875	367.1171875	350.2340087890625	367.1234130859375	255.85423278808594	373.8293151855469	300.2484130859375	434.1883850097656	250.08267211914062	221.1501007080078
FCSK_MOUSE	Q7TMC8	Fcsk	L-fucose kinase	100	21.85502815246582	24.851045608520508	26.69715690612793	30.709646224975586	31.98410987854004	21.91259002685547	28.942153930664062	24.21087646484375	32.20436096191406	29.56013298034668	28.447044372558594	22.126554489135742	41.663089752197266	27.512104034423828	28.5127010345459
DSG4_MOUSE	Q7TMD7	Dsg4	Desmoglein-4	33.3	NaN	370.0624694824219	NaN	NaN	NaN	NaN	83.35789489746094	NaN	NaN	NaN	45.81748580932617	73.81864929199219	NaN	NaN	545.7415161132812
PLPR4_MOUSE	Q7TME0	Plppr4	Phospholipid phosphatase-related protein type 4	100	89.3193130493164	75.50595092773438	68.65109252929688	89.0616455078125	79.43394470214844	64.26687622070312	59.51527786254883	43.18508529663086	74.68534088134766	71.22905731201172	49.880767822265625	78.12215423583984	52.82402420043945	47.88633346557617	54.1412353515625
NDUAC_MOUSE	Q7TMF3	Ndufa12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	93.3	16.005802154541016	23.333641052246094	36.771278381347656	14.513540267944336	NaN	29.21320915222168	27.062816619873047	14.291015625	42.691619873046875	22.69388198852539	19.045879364013672	27.33316993713379	25.10068702697754	15.593812942504883	56.9462890625
UHRF2_MOUSE	Q7TMI3	Uhrf2	E3 ubiquitin-protein ligase UHRF2	73.3	3.1417202949523926	5.976384162902832	6.057834148406982	3.83204984664917	NaN	4.115821838378906	9.566104888916016	4.630100727081299	NaN	4.753847599029541	12.383721351623535	NaN	16.155414581298828	9.090335845947266	NaN
HNRPQ_MOUSE	Q7TMK9	Syncrip	Heterogeneous nuclear ribonucleoprotein Q	100	1414.941650390625	912.0280151367188	1070.168701171875	921.6420288085938	1664.8699951171875	1546.613525390625	1009.596435546875	1411.1783447265625	1413.7872314453125	1380.5858154296875	909.6444091796875	1738.56787109375	846.852783203125	1329.0880126953125	1119.3446044921875
TBB2A_MOUSE	Q7TMM9	Tubb2a	Tubulin beta-2A chain	100	2787.18359375	4350.68408203125	6631.60888671875	3521.498291015625	1792.3399658203125	3523.830810546875	3273.685791015625	3415.302978515625	3296.76123046875	3657.231689453125	3807.364013671875	3276.306396484375	3219.59716796875	3651.0625	2027.4478759765625
WDR91_MOUSE	Q7TMQ7	Wdr91	WD repeat-containing protein 91	93.3	34.38991165161133	41.115196228027344	35.07078170776367	29.885461807250977	14.623376846313477	28.88248062133789	33.25182342529297	30.099027633666992	58.180580139160156	35.684505462646484	32.62438201904297	29.20441246032715	55.37281036376953	35.494537353515625	NaN
ABCG2_MOUSE	Q7TMS5	Abcg2	Broad substrate specificity ATP-binding cassette transporter ABCG2	80	17.10999870300293	15.1273775100708	10.577691078186035	22.833114624023438	NaN	7.409629821777344	11.483702659606934	14.113727569580078	NaN	9.144609451293945	12.40489387512207	16.43755340576172	13.391095161437988	4.165365695953369	NaN
THOC7_MOUSE	Q7TMY4	Thoc7	THO complex subunit 7 homolog	86.7	64.28014373779297	NaN	105.1414794921875	73.64936828613281	29.545166015625	69.72664642333984	80.84960174560547	87.30928802490234	76.54684448242188	77.43880462646484	NaN	94.52583312988281	250.0907440185547	105.43739318847656	190.05650329589844
HUWE1_MOUSE	Q7TMY8	Huwe1	E3 ubiquitin-protein ligase HUWE1	100	31.90746307373047	38.71786880493164	30.148900985717773	47.90010070800781	42.56990051269531	31.292455673217773	38.04448699951172	35.83969497680664	38.51852798461914	33.09095764160156	43.91453552246094	33.149314880371094	89.62274169921875	29.21312141418457	43.69398498535156
SMAP2_MOUSE	Q7TN29	Smap2	Stromal membrane-associated protein 2	80	36.99875259399414	34.5997200012207	21.924726486206055	25.101993560791016	NaN	15.2935209274292	31.774873733520508	18.040945053100586	NaN	36.498680114746094	32.85621643066406	24.022228240966797	38.238182067871094	36.725826263427734	NaN
CASD1_MOUSE	Q7TN73	Casd1	N-acetylneuraminate (7)9-O-acetyltransferase	86.7	23.461854934692383	28.031871795654297	24.563230514526367	28.063169479370117	NaN	21.02233123779297	33.369056701660156	25.000186920166016	44.84321594238281	32.953147888183594	27.27863121032715	45.863033294677734	24.502500534057617	26.754926681518555	NaN
SYT14_MOUSE	Q7TN84	Syt14	Synaptotagmin-14	86.7	16.08067512512207	17.247926712036133	14.931462287902832	11.351384162902832	NaN	33.37663269042969	23.346057891845703	12.200163841247559	NaN	30.617340087890625	22.211116790771484	13.682291030883789	33.29994583129883	19.289417266845703	57.1712646484375
CPEB4_MOUSE	Q7TN98	Cpeb4	Cytoplasmic polyadenylation element-binding protein 4	93.3	52.74715042114258	47.849178314208984	45.973358154296875	56.51553726196289	NaN	65.45477294921875	63.24647903442383	79.03579711914062	79.19307708740234	56.25380325317383	67.69147491455078	50.33195877075195	68.01618957519531	63.17987823486328	66.8249740600586
CPEB3_MOUSE	Q7TN99	Cpeb3	Cytoplasmic polyadenylation element-binding protein 3	100	108.42572021484375	113.59976196289062	103.17793273925781	118.7390365600586	181.7789764404297	132.74945068359375	139.33934020996094	130.357421875	118.80094146728516	110.65950775146484	142.3956756591797	139.1043243408203	154.77154541015625	116.62277221679688	92.02432250976562
LC7L2_MOUSE	Q7TNC4	Luc7l2	Putative RNA-binding protein Luc7-like 2	100	195.2892608642578	224.98956298828125	207.52960205078125	224.77749633789062	370.69775390625	272.4263000488281	216.052001953125	203.06915283203125	234.6885528564453	198.19876098632812	178.1614532470703	244.51895141601562	301.5133361816406	262.0355224609375	465.6990051269531
I5P1_MOUSE	Q7TNC9	Inpp5a	Inositol polyphosphate-5-phosphatase A	100	23.50334930419922	19.123096466064453	14.164346694946289	20.65249252319336	31.28537368774414	16.526046752929688	26.561960220336914	17.874588012695312	20.514829635620117	11.854890823364258	22.197660446166992	19.88617706298828	15.689619064331055	18.836898803710938	32.225555419921875
EMAL2_MOUSE	Q7TNG5	Eml2	Echinoderm microtubule-associated protein-like 2	100	57.31886291503906	67.01252746582031	77.4130630493164	67.85328674316406	148.9391632080078	89.58387756347656	99.54440307617188	37.157711029052734	138.07894897460938	87.58914184570312	54.63515853881836	77.6607437133789	307.24285888671875	52.4720573425293	121.73958587646484
TRI46_MOUSE	Q7TNM2	Trim46	Tripartite motif-containing protein 46	100	76.15706634521484	82.88741302490234	104.93760681152344	90.94808959960938	110.1422348022461	65.24345397949219	96.23904418945312	98.52444458007812	66.73993682861328	66.67853546142578	107.94219970703125	96.19561767578125	67.8849105834961	106.7919692993164	68.41432189941406
MIC10_MOUSE	Q7TNS2	Micos10	MICOS complex subunit Mic10	86.7	15.167279243469238	32.046512603759766	8.864608764648438	30.79265594482422	NaN	20.71367073059082	29.799625396728516	18.686641693115234	12.940536499023438	9.161622047424316	24.77707862854004	23.302921295166016	39.527687072753906	25.293109893798828	NaN
DEK_MOUSE	Q7TNV0	Dek	Protein DEK	100	69.19632720947266	110.66181945800781	65.08442687988281	72.94434356689453	63.383750915527344	50.008087158203125	102.92386627197266	34.16228485107422	68.40752410888672	51.46151351928711	70.40840911865234	64.66706848144531	107.81224822998047	89.18269348144531	208.35594177246094
CDSN_MOUSE	Q7TPC1	Cdsn	Corneodesmosin	100	1507.38818359375	2291.33203125	1396.9102783203125	826.4957275390625	5633.60400390625	1400.8599853515625	1334.5904541015625	1095.9224853515625	1135.0072021484375	2356.50146484375	3097.615234375	2327.281494140625	3490.960205078125	434.9848937988281	3078.22509765625
INT3_MOUSE	Q7TPD0	Ints3	Integrator complex subunit 3	100	48.865352630615234	50.73454284667969	36.25341033935547	61.32514190673828	51.99437713623047	46.319644927978516	56.686336517333984	64.38697052001953	67.93830871582031	49.33399963378906	53.219085693359375	62.098567962646484	55.9080696105957	40.98250198364258	52.637054443359375
ROBO2_MOUSE	Q7TPD3	Robo2	Roundabout homolog 2	73.3	30.822402954101562	36.44284439086914	27.838998794555664	46.43684005737305	NaN	32.944610595703125	35.33001708984375	40.510921478271484	35.99786376953125	26.246055603027344	29.31743049621582	31.130197525024414	NaN	NaN	NaN
S7A6O_MOUSE	Q7TPE5	Slc7a6os	Probable RNA polymerase II nuclear localization protein SLC7A6OS	46.7	NaN	NaN	12.915246963500977	14.271154403686523	NaN	19.64910316467285	13.33322525024414	9.823020935058594	NaN	15.542174339294434	14.758180618286133	NaN	NaN	NaN	NaN
TAFA1_MOUSE	Q7TPG8	Tafa1	Chemokine-like protein TAFA-1	60	9.382230758666992	17.379671096801758	NaN	18.357213973999023	NaN	NaN	31.421314239501953	NaN	NaN	9.633491516113281	10.685792922973633	10.20425796508789	NaN	32.60074996948242	56.677001953125
MYCB2_MOUSE	Q7TPH6	Mycbp2	E3 ubiquitin-protein ligase MYCBP2	80	12.707507133483887	10.57042121887207	9.266580581665039	12.94314956665039	NaN	7.349040508270264	14.409156799316406	7.365482807159424	NaN	9.822421073913574	10.815048217773438	11.175507545471191	18.59593963623047	7.155339241027832	NaN
PRC2B_MOUSE	Q7TPM1	Prrc2b	Protein PRRC2B	93.3	27.35475730895996	38.468788146972656	19.664688110351562	26.812898635864258	63.39445114135742	15.780233383178711	28.487335205078125	13.741199493408203	16.057910919189453	23.774595260620117	31.972074508666992	30.518972396850586	41.959251403808594	35.7429084777832	NaN
FSD1_MOUSE	Q7TPM6	Fsd1	Fibronectin type III and SPRY domain-containing protein 1	100	41.21284484863281	41.02198791503906	36.713890075683594	45.50816345214844	46.361209869384766	44.750328063964844	36.657554626464844	48.784629821777344	52.565242767333984	44.98809814453125	40.668243408203125	47.28411102294922	34.889625549316406	34.70217514038086	42.306312561035156
SHPRH_MOUSE	Q7TPQ3	Shprh	E3 ubiquitin-protein ligase SHPRH	93.3	16.229764938354492	13.56832504272461	10.734344482421875	14.185032844543457	28.94950294494629	11.78337574005127	9.28561782836914	7.844579219818115	15.128755569458008	8.512571334838867	13.322951316833496	14.071891784667969	23.264493942260742	13.02661418914795	NaN
ARRD3_MOUSE	Q7TPQ9	Arrdc3	Arrestin domain-containing protein 3	100	437.9584045410156	274.80426025390625	316.9396057128906	170.3197479248047	558.9700927734375	387.2080383300781	408.2522888183594	268.1803894042969	392.4764709472656	382.2626953125	451.84649658203125	348.0213928222656	1257.73193359375	400.4449157714844	1196.207763671875
ACTN1_MOUSE	Q7TPR4	Actn1	Alpha-actinin-1	100	32.1938591003418	40.40046691894531	55.97720718383789	37.10873794555664	50.4739990234375	34.55143737792969	59.75461959838867	25.209978103637695	32.520729064941406	34.60147476196289	37.682281494140625	41.65446853637695	93.97781372070312	33.426639556884766	61.13033676147461
DZIP3_MOUSE	Q7TPV2	Dzip3	E3 ubiquitin-protein ligase DZIP3	86.7	12.445423126220703	24.03615951538086	17.828031539916992	28.323028564453125	87.32420349121094	28.776992797851562	25.631423950195312	NaN	74.44121551513672	36.926719665527344	18.65949821472168	22.998859405517578	NaN	32.66475296020508	23.0316162109375
MBB1A_MOUSE	Q7TPV4	Mybbp1a	Myb-binding protein 1A	100	56.86307144165039	69.40240478515625	63.49673843383789	81.46700286865234	58.466487884521484	67.55474853515625	80.6170654296875	81.42959594726562	68.13922119140625	89.8315200805664	89.34606170654297	78.8575668334961	58.17801284790039	88.80976104736328	57.12113952636719
SRCA_MOUSE	Q7TQ48	Srl	Sarcalumenin	66.7	18.94765281677246	NaN	8.517900466918945	24.902542114257812	46.501399993896484	73.3020248413086	21.400619506835938	NaN	NaN	29.869165420532227	19.790653228759766	NaN	58.720882415771484	NaN	1109.3643798828125
LNP_MOUSE	Q7TQ95	Lnpk	Endoplasmic reticulum junction formation protein lunapark	100	48.1562385559082	47.97016525268555	35.710113525390625	48.89937210083008	67.46849060058594	32.709754943847656	44.115806579589844	30.097137451171875	46.0808219909668	38.279571533203125	45.873783111572266	32.43539810180664	56.75322723388672	41.47015380859375	52.387474060058594
RDHE2_MOUSE	Q7TQA3	Sdr16c5	Epidermal retinol dehydrogenase 2	73.3	19.23586082458496	19.4091854095459	19.013669967651367	NaN	NaN	NaN	37.42283248901367	23.45505714416504	NaN	12.729178428649902	28.475557327270508	61.55158996582031	376.196533203125	24.953723907470703	27.53273582458496
TPPP_MOUSE	Q7TQD2	Tppp	Tubulin polymerization-promoting protein	100	228.241943359375	165.66111755371094	187.57460021972656	118.66985321044922	215.3496856689453	232.9935760498047	194.56414794921875	105.75556182861328	172.3116455078125	172.6905517578125	104.042236328125	125.86470031738281	82.92466735839844	135.644287109375	181.410400390625
MACOI_MOUSE	Q7TQE6	Maco1	Macoilin	93.3	32.50832748413086	45.03877639770508	25.06437873840332	38.064029693603516	43.216976165771484	22.992542266845703	27.287914276123047	32.474212646484375	24.102210998535156	22.69847869873047	44.97739028930664	25.684999465942383	57.70313262939453	29.648725509643555	NaN
AMPH_MOUSE	Q7TQF7	Amph	Amphiphysin	100	1390.598876953125	1192.1600341796875	1517.021728515625	1193.9765625	596.3707885742188	1098.6724853515625	1073.8255615234375	1201.4266357421875	1711.6529541015625	1099.2432861328125	1053.4912109375	1298.0733642578125	572.627197265625	1078.5440673828125	1168.328857421875
